month,neighbourhood,price_mean
2018-09,L'Antiga Esquerra de l'Eixample,96.02372034956305
2018-09,La Barceloneta,71.1639344262295
2018-09,La Font d'en Fargues,117.5
2018-09,La Guineueta - Canyelles,46.43478260869565
2018-09,La Maternitat i Sant Ramon,115.31617647058823
2018-09,La Nova Esquerra de l'Eixample,175.8614931237721
2018-09,La Prosperitat,30.95
2018-09,La Sagrada Família,99.95548961424332
2018-09,La Sagrera,47.351351351351354
2018-09,La Salut,61.89655172413793
2018-09,La Teixonera,41.4
2018-09,La Trinitat Vella,32.416666666666664
2018-09,La Vall d'Hebron,38.833333333333336
2018-09,La Verneda i La Pau,33.71212121212121
2018-09,La Vila Olímpica,177.35632183908046
2018-09,Les Corts,114.50446428571429
2018-09,Les Tres Torres,108.73333333333333
2018-09,Montbau,28.333333333333332
2018-09,Navas,39.26829268292683
2018-09,Nou Barris,32.1764705882353
2018-09,Pedralbes,96.68181818181819
2018-09,Porta,37.21052631578947
2018-09,Provençals del Poblenou,65.94915254237289
2018-09,Sant Andreu,36.333333333333336
2018-09,Sant Andreu de Palomar,90.64935064935065
2018-09,Sant Antoni,209.45717592592592
2018-09,Sant Genís dels Agudells,45.611111111111114
2018-09,Sant Gervasi - Galvany,111.84415584415585
2018-09,Sant Gervasi - la Bonanova,74.17777777777778
2018-09,Sant Martí,72.2
2018-09,Sant Martí de Provençals,46.30487804878049
2018-09,Sant Pere/Santa Caterina,74.19027484143763
2018-09,Sants-Montjuïc,77.95083406496927
2018-09,Sarrià,106.17647058823529
2018-09,Sarrià-Sant Gervasi,115.0
2018-09,Torre Baró,38.25
2018-09,Trinitat Nova,34.833333333333336
2018-09,Turó de la Peira - Can Peguera,37.28
2018-09,Vallcarca i els Penitents,66.71304347826087
2018-09,Verdum - Los Roquetes,34.06976744186046
2018-09,Vila de Gràcia,94.23814328960646
2018-09,Vilapicina i la Torre Llobeta,35.905660377358494
2018-09,el Fort Pienc,95.24007561436673
2018-10,Baró de Viver,25.0
2018-10,Camp d'en Grassot i Gràcia Nova,117.11290322580645
2018-10,Can Baro,57.166666666666664
2018-10,Carmel,123.42
2018-10,Ciutat Vella,112.54545454545455
2018-10,Diagonal Mar - La Mar Bella,317.271186440678
2018-10,Dreta de l'Eixample,189.7913141567964
2018-10,Eixample,76.60416666666667
2018-10,El Baix Guinardó,88.36363636363636
2018-10,El Besòs i el Maresme,59.081896551724135
2018-10,El Bon Pastor,28.666666666666668
2018-10,El Born,92.7248322147651
2018-10,El Camp de l'Arpa del Clot,69.97278911564626
2018-10,El Clot,59.158940397350996
2018-10,El Coll,50.19512195121951
2018-10,El Congrés i els Indians,83.69811320754717
2018-10,El Gòtic,75.68044077134986
2018-10,El Poble-sec,93.43394199785178
2018-10,El Poblenou,105.23462414578587
2018-10,El Putget i Farró,121.3160621761658
2018-10,El Raval,97.11729769858945
2018-10,Glòries - El Parc,65.28515625
2018-10,Gràcia,100.0
2018-10,Guinardó,78.87272727272727
2018-10,Horta,36.75
2018-10,Horta-Guinardó,176.66666666666666
2018-10,L'Antiga Esquerra de l'Eixample,113.08618504435995
2018-10,La Barceloneta,68.72375690607734
2018-10,La Font d'en Fargues,139.1818181818182
2018-10,La Guineueta - Canyelles,36.1
2018-10,La Maternitat i Sant Ramon,120.15503875968992
2018-10,La Nova Esquerra de l'Eixample,184.69113149847095
2018-10,La Prosperitat,29.6875
2018-10,La Sagrada Família,109.55679513184585
2018-10,La Sagrera,43.20967741935484
2018-10,La Salut,62.39473684210526
2018-10,La Teixonera,36.46153846153846
2018-10,La Trinitat Vella,36.8
2018-10,La Vall d'Hebron,39.63636363636363
2018-10,La Verneda i La Pau,35.189655172413794
2018-10,La Vila Olímpica,195.80357142857142
2018-10,Les Corts,173.58064516129033
2018-10,Les Tres Torres,110.86206896551724
2018-10,Montbau,28.571428571428573
2018-10,Navas,39.2125
2018-10,Nou Barris,32.0
2018-10,Pedralbes,98.23809523809524
2018-10,Porta,38.225
2018-10,Provençals del Poblenou,70.3173076923077
2018-10,Sant Andreu,40.0
2018-10,Sant Andreu de Palomar,91.07594936708861
2018-10,Sant Antoni,185.2067714631197
2018-10,Sant Genís dels Agudells,45.94117647058823
2018-10,Sant Gervasi - Galvany,145.63728813559322
2018-10,Sant Gervasi - la Bonanova,76.75
2018-10,Sant Martí,69.46153846153847
2018-10,Sant Martí de Provençals,47.93023255813954
2018-10,Sant Pere/Santa Caterina,76.12298387096774
2018-10,Sants-Montjuïc,86.90199637023593
2018-10,Sarrià,88.35416666666667
2018-10,Sarrià-Sant Gervasi,258.3333333333333
2018-10,Torre Baró,38.25
2018-10,Trinitat Nova,32.714285714285715
2018-10,Turó de la Peira - Can Peguera,37.96
2018-10,Vallcarca i els Penitents,65.93693693693693
2018-10,Verdum - Los Roquetes,34.609756097560975
2018-10,Vila de Gràcia,104.46516393442623
2018-10,Vilapicina i la Torre Llobeta,38.89655172413793
2018-10,el Fort Pienc,112.462
2018-11,Baró de Viver,25.0
2018-11,Camp d'en Grassot i Gràcia Nova,109.73509933774834
2018-11,Can Baro,48.979166666666664
2018-11,Carmel,109.84375
2018-11,Ciutat Vella,109.72727272727273
2018-11,Diagonal Mar - La Mar Bella,236.38202247191012
2018-11,Dreta de l'Eixample,166.12472035794184
2018-11,Eixample,78.52941176470588
2018-11,El Baix Guinardó,85.82905982905983
2018-11,El Besòs i el Maresme,57.866359447004605
2018-11,El Bon Pastor,28.428571428571427
2018-11,El Born,70.76200873362446
2018-11,El Camp de l'Arpa del Clot,65.20701754385965
2018-11,El Clot,51.317241379310346
2018-11,El Coll,56.25581395348837
2018-11,El Congrés i els Indians,77.27272727272727
2018-11,El Gòtic,72.26958955223881
2018-11,El Poble-sec,88.08617021276596
2018-11,El Poblenou,100.94638694638695
2018-11,El Putget i Farró,105.7032967032967
2018-11,El Raval,69.18513119533527
2018-11,Glòries - El Parc,63.34136546184739
2018-11,Gràcia,43.333333333333336
2018-11,Guinardó,77.90625
2018-11,Horta,36.65
2018-11,Horta-Guinardó,138.875
2018-11,L'Antiga Esquerra de l'Eixample,98.27122940430925
2018-11,La Barceloneta,67.48404255319149
2018-11,La Font d'en Fargues,122.92307692307692
2018-11,La Guineueta - Canyelles,34.375
2018-11,La Maternitat i Sant Ramon,117.31007751937985
2018-11,La Nova Esquerra de l'Eixample,188.71969696969697
2018-11,La Prosperitat,30.944444444444443
2018-11,La Sagrada Família,101.57054582904223
2018-11,La Sagrera,45.41379310344828
2018-11,La Salut,63.05555555555556
2018-11,La Teixonera,36.63636363636363
2018-11,La Trinitat Vella,32.1
2018-11,La Vall d'Hebron,39.63636363636363
2018-11,La Verneda i La Pau,34.70175438596491
2018-11,La Vila Olímpica,186.6764705882353
2018-11,Les Corts,115.91981132075472
2018-11,Les Tres Torres,113.06896551724138
2018-11,Montbau,29.066666666666666
2018-11,Navas,36.853658536585364
2018-11,Nou Barris,27.466666666666665
2018-11,Pedralbes,101.76190476190476
